chance_id,business_unit,org_country,pricelist,amount,deal_age,pred_win_prob,action,action_reason,top_drag_feature,top_drag_shap
009f69464f862cc7,3,6b7e1f5b521de19b,d4f34f97b6d22a81,76633.73658175819,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.178306579589844
00a32d492f662e26,2,6b7e1f5b521de19b,d4f34f97b6d22a81,8436.024219032613,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.092221260070801
00a71a2e37b27bfd,3,6b7e1f5b521de19b,d4f34f97b6d22a81,9548.177348327423,570,0.993384861946106,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-1.0222430229187012
00c3cd238d17934c,2,6b7e1f5b521de19b,,1.170863568534039,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.657079219818115
00e228ee65aea17e,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,98.49392076768089,13,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.304678440093994
00e65fc58d537ad8,2,6b7e1f5b521de19b,d4f34f97b6d22a81,2786.403823325963,0,0.001991953933611512,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-4.957524299621582
00ea9a17f341e152,3,6b7e1f5b521de19b,,21273.147061594493,0,0.001407765201292932,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-4.925775051116943
00f1e37e810a271a,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.009138756617903709,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-4.677712917327881
00f2665ec46579df,4,c2397d14e54a98b9,28c9c64e5918b06e,2556.49962952868,0,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.159337520599365
00f8be2260929821,3,6b7e1f5b521de19b,,10655.425849350459,0,0.0040652832947671415,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-3.812023162841797
010892986982669c,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,9721.332606136886,0,0.0023266818840056657,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.212975025177002
010978d972a1937f,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,426820.3246512218,0,0.000980377959785983,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.146224498748779
010c6e0b9ae07253,3,6b7e1f5b521de19b,,2.4198904513070483,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.361605644226074
013825ce6d9ea318,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0012902759946882725,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-4.706850051879883
0148e465addc6420,3,6b7e1f5b521de19b,,4143.3804614791225,677,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.619368553161621
014df8fc397fef8d,3,6b7e1f5b521de19b,d4f34f97b6d22a81,634.3345668274252,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.690349578857422
0151caf751624411,6,6b7e1f5b521de19b,,88724.25999587397,0,0.004504104238003492,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-0.6687793135643005
015ed8eacd574ff6,3,6b7e1f5b521de19b,,2.4198904513070483,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.621575832366943
017062c1d7d96fef,0,062b9e5a52eb6d8e,,211886.93573359575,468,0.03701731227338314,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-1.1142882108688354
018634d792cf9f2e,0,6b7e1f5b521de19b,d4f34f97b6d22a81,2964.505440627761,34,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.453784465789795
018c7eea8a1f3f67,0,6b7e1f5b521de19b,,9136393.74559947,736,0.0010298014618456363,Re-engage customer now,No customer interaction in 45+ days. Momentum is lost — immediate outreach needed.,probability,-5.103002071380615
019b79cf05783dd6,0,674ec33189ed753c,,3163431.287434749,1216,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.425048828125
01a1531aa45cd621,2,6b7e1f5b521de19b,d4f34f97b6d22a81,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-4.886866569519043
01ad8b4e3734244d,6,6b7e1f5b521de19b,,34210.72522011173,432,0.0,Re-engage customer now,No customer interaction in 45+ days. Momentum is lost — immediate outreach needed.,probability,-5.729334354400635
01b50064c9ac61d4,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1119646.8813839448,0,0.0009279760117351544,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.330353260040283
01b66362be913fb5,0,6b7e1f5b521de19b,,2496199.0774283707,2,0.009149448946118355,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-4.746845722198486
01d5306772786690,2,6b7e1f5b521de19b,,121130.27981900205,0,5.3682579891756174e-05,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.133938312530518
01e648f75557b90c,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.024191856384277
01ee9d1503620002,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,362.56163530896134,0,7.632424240000546e-05,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.196569919586182
01f27197cd7e304c,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-4.976095676422119
01f7b12471766591,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,368869.1381210446,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.130828857421875
01fee37a4ba63472,2,6b7e1f5b521de19b,,25875.21886714959,336,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.6146697998046875
020544cf12d9a272,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,822942.0430264678,1,0.005094109289348126,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.200656414031982
02062e7e2f8e9ef6,5,6b7e1f5b521de19b,d4f34f97b6d22a81,1.170863568534039,63,0.0016007650876417757,Re-engage customer now,No customer interaction in 45+ days. Momentum is lost — immediate outreach needed.,probability,-5.5251874923706055
0221790856832d6f,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,98.49392076768089,31,0.0,Stabilise deal scope,Amount fluctuating heavily. Unclear scope is blocking commitment — define clear deliverables.,probability,-5.6353020668029785
022c1555f7383c21,2,6b7e1f5b521de19b,d4f34f97b6d22a81,584.9082808398963,58,0.0009380500763654709,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.033298015594482
0239b597d1184004,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,240892.17276956938,863,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.301238059997559
024350fd0cda0a27,3,6b7e1f5b521de19b,,2046.6148673782125,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.1345014572143555
0247b695f12ace0a,4,fd10c5543bdbcbc9,d4f34f97b6d22a81,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.6905646324157715
025bdcf0cad7221f,5,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0015784804709255695,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.227941513061523
02656a5f48cb6e7c,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,98.49392076768089,0,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.324102878570557
02656d4b0f32298a,3,6b7e1f5b521de19b,,5083.8994500666495,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.607301712036133
0271c24df2a4d339,5,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1196.2046564002223,46,0.0007856382057070732,Re-engage customer now,No customer interaction in 45+ days. Momentum is lost — immediate outreach needed.,probability,-5.648053169250488
0276686e3d1f6652,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,139296.57210737836,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.308591842651367
02e9f09e00f64192,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,26274.495673199377,143,0.000932946614921093,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.584475040435791
02eb81b82109e78f,3,6b7e1f5b521de19b,,29324.531411075328,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.581878662109375
02eee8275282a416,3,6b7e1f5b521de19b,,2.4198904513070483,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.657018184661865
02f2ac7475cc6524,3,6b7e1f5b521de19b,,6590.9859511915865,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.694550514221191
02ffdbf29ae16985,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.532217025756836
0320249ad7e61803,4,75c64824a2a4e380,28c9c64e5918b06e,32123.5031933916,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.266294479370117
0327fc52f3c40a25,5,6b7e1f5b521de19b,d4f34f97b6d22a81,13707.11230296319,16,0.006495556514710188,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.317867279052734
032bdb741257e6a6,5,6b7e1f5b521de19b,d4f34f97b6d22a81,4271.355885203606,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.405224800109863
036ab6cc1f62aff3,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1969.696260680227,0,0.0026103596203029154,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.108442783355713
0375f4dbcc121905,5,6b7e1f5b521de19b,6f9a9c5f2856c8b3,300237.6949211697,333,0.004933632258325815,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.436689853668213
0379a682af30080e,5,6b7e1f5b521de19b,d4f34f97b6d22a81,6091.577363923724,0,0.005618969909846783,Stabilise deal scope,Amount fluctuating heavily. Unclear scope is blocking commitment — define clear deliverables.,probability,-0.7550985217094421
037a3d5a21c266d7,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,871978.111616442,0,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.12006950378418
03884f17e5d0db68,5,6b7e1f5b521de19b,6f9a9c5f2856c8b3,423339.22595788236,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.240789413452148
03a009d02272bfe3,2,6b7e1f5b521de19b,d4f34f97b6d22a81,484442.1588981625,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.251988410949707
03bddecc9d08f381,3,6b7e1f5b521de19b,d4f34f97b6d22a81,586011.7479713127,1241,0.0009649224812164903,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.340585231781006
03c3c1cd7409f1f9,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,382412.1699915014,0,0.0018752083880826831,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.206234455108643
03cfd79221248841,3,6b7e1f5b521de19b,,7462.80698704363,4,0.0,Add sales support or re-assign,Rep historical win rate is below average. Pairing with a senior rep or specialist may help.,probability,-5.8097333908081055
03dd6dfefc04ac70,3,6b7e1f5b521de19b,,1.170863568534039,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.414251804351807
03edf963b73890aa,4,6d74405afdbc85ba,28c9c64e5918b06e,225612.24480950585,100,0.014668410830199718,Address objections / stabilise,Large probability drop from peak. Unresolved objection is pulling the deal back.,probability,-4.892524242401123
0412df1b35c081f4,4,062b9e5a52eb6d8e,28c9c64e5918b06e,42215.01463907364,387,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.649161338806152
041948f4a103d6f9,2,6b7e1f5b521de19b,,631.5711510151842,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.521406650543213
0428dcad09f0ba51,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,350226.3013874244,88,0.008339768461883067,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.339757442474365
0433ebb507928e28,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,11768.777709593114,2,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.416085720062256
043fd8f8d10d08c0,4,75c64824a2a4e380,28c9c64e5918b06e,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.551537990570068
044079ac77db8215,3,6b7e1f5b521de19b,,11485.134609700683,0,0.0010538838017964736,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.059823036193848
044328c63b05b6b0,2,6b7e1f5b521de19b,,35845.270270304114,128,0.044916594959795476,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-1.085045576095581
044b0f0c2b5703bf,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,14328.370274130277,0,0.0023548881988972427,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.36361026763916
0454cc9dfdb125f9,5,6b7e1f5b521de19b,,346767.03813750326,0,0.0018324555596336723,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.057429790496826
046ea1701cbba93f,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-4.684820652008057
048247b97e8f70de,3,6b7e1f5b521de19b,d4f34f97b6d22a81,1.170863568534039,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-4.8322343826293945
0492156d33f1006a,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,404830.0236023727,0,0.009333290345966815,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.126987934112549
049f851f322e218a,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,98.49392076768089,0,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.397988796234131
04abfd466d6ba111,6,6b7e1f5b521de19b,,201842.35654069122,0,1.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-0.8358448147773743
04baa2539420bbb7,6,6b7e1f5b521de19b,,2151777.955566335,233,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.395570278167725
04d0609713507ec7,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1536619.758403263,0,0.002344753500074148,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-4.9601263999938965
04e2ef3dbe1e4fa4,4,255414ab73601d72,28c9c64e5918b06e,49645.696104815484,474,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.55001163482666
04e33ae8fef292a4,1,6b7e1f5b521de19b,,5863.460546876247,99,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.614168167114258
04e4067488b99383,2,6b7e1f5b521de19b,,1.170863568534039,397,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.7145915031433105
04f698295229f879,5,6b7e1f5b521de19b,6f9a9c5f2856c8b3,97838.09054714767,509,0.004919117037206888,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.47806453704834
04fe7ab59d736dba,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,268769.313465648,0,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.199553966522217
053059bf0910eaa8,3,6b7e1f5b521de19b,d4f34f97b6d22a81,37323.751632094485,0,0.005781858647242189,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.087825298309326
0543007fabd4c7ac,3,6b7e1f5b521de19b,,611336.7278744653,0,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-4.9113287925720215
0551ce5de4e1f79b,5,6b7e1f5b521de19b,d4f34f97b6d22a81,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.548070907592773
055a01ae35d1a28e,5,6b7e1f5b521de19b,,184324.9300538383,0,0.0018324555596336723,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.053353309631348
055db1cc254c7137,4,7608f4f5fafe9b10,,44609.03985997288,871,0.0,Re-engage customer now,No customer interaction in 45+ days. Momentum is lost — immediate outreach needed.,probability,-5.4813127517700195
0562c84dd7721a83,3,6b7e1f5b521de19b,d4f34f97b6d22a81,11912.799727048252,180,0.002719714492559433,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.457815647125244
057029df536002e3,5,6b7e1f5b521de19b,6f9a9c5f2856c8b3,98.49392076768089,50,0.0,Re-engage customer now,No customer interaction in 45+ days. Momentum is lost — immediate outreach needed.,probability,-5.702509880065918
0575b7c6729c446b,2,6b7e1f5b521de19b,,185782.2846614419,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-4.816177845001221
0576d1b0bdea888c,3,6b7e1f5b521de19b,,4270.878534760398,0,0.03778916811570525,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-0.8574032187461853
0596bc7e00415f54,5,6b7e1f5b521de19b,d4f34f97b6d22a81,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.287915229797363
059c0be58aec5029,4,7545e34e09ae9cad,28c9c64e5918b06e,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.640745162963867
05b934aeb51c43e5,2,6b7e1f5b521de19b,,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-4.891355991363525
05b9ef5bb0a00487,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.2992167472839355
05d20a16c0f9b24d,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,6009.906030357736,226,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.792449951171875
05e613787e70ac3e,4,fc3655a0b667e091,28c9c64e5918b06e,307.1332733086347,180,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.771310329437256
05ff4e014164b243,1,6b7e1f5b521de19b,,89664.46366676311,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.620415210723877
06142c408f89c7b1,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,48085.57018410644,91,0.0,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.771097660064697
0618ea4f10b537b9,4,38080774be85927f,d4f34f97b6d22a81,2126322.5522180246,0,0.000980377959785983,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.048009395599365
061a3f76d803f056,3,6b7e1f5b521de19b,d4f34f97b6d22a81,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.251604080200195
064b151e7c69c1d5,3,6b7e1f5b521de19b,,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.8123579025268555
064dad834f895d49,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,98.49392076768089,0,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.2154107093811035
067edfd8aecd43ce,0,6b7e1f5b521de19b,,4271.355885203606,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.074148178100586
068def42c743e4e3,0,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.207521438598633
0690c5285e3178d4,3,6b7e1f5b521de19b,,11485.134609700683,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.5758771896362305
0692f6d82a206a16,0,6b7e1f5b521de19b,,89530.01680955871,173,0.0,Re-engage customer now,No customer interaction in 45+ days. Momentum is lost — immediate outreach needed.,probability,-5.705195426940918
069b8a80bd8013ef,3,6b7e1f5b521de19b,,29324.531411075328,107,0.0,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.653076171875
06a1027a7ec72a63,5,6b7e1f5b521de19b,d4f34f97b6d22a81,33009230.704332188,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.284444332122803
06bd6d4d5fa992e3,4,6828ce51082c111b,28c9c64e5918b06e,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.335996627807617
06cf05966c654289,2,6b7e1f5b521de19b,,25654.101903090123,0,0.00015326830325648188,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.26603364944458
06dfa6a6f8f0d0ce,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,5126.849721354915,0,0.008899449184536935,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.107715129852295
06f86606e794ba85,3,6b7e1f5b521de19b,,41819.55434883915,0,0.0010009018384153022,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.313972473144531
070094c4902361d1,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,149258.9478504504,0,0.0005988787394016981,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-5.469448566436768
0722c063c973e0e5,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-4.740451812744141
07264f9e5aa471ff,5,6b7e1f5b521de19b,6f9a9c5f2856c8b3,1.170863568534039,0,0.00013594749616459013,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.186654567718506
073ef51872542b69,6,6b7e1f5b521de19b,,100296.84348946,120,0.01698757668491453,Set hard close deadline,Saledate pushed >90 days total. Stop extensions — force a yes/no customer decision.,probability,-0.9599666595458984
075bc094265199eb,0,6b7e1f5b521de19b,,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.300589084625244
07786cfb7f4dcdf4,3,6b7e1f5b521de19b,,2.4198904513070483,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.045251369476318
077e958c818f9f1b,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,35845.270270304114,0,0.0,Customise account approach,Low historical win rate at this account. Standard playbook is not working — try a different angle.,probability,-5.110529899597168
078dc0f4796ff688,5,6b7e1f5b521de19b,d4f34f97b6d22a81,7869.581244316273,3,0.0019194937194697559,Schedule customer touchpoint,No critical risk signals. Maintain momentum with a scheduled check-in.,probability,-5.1952056884765625
0790fdbbfdebb460,2,6b7e1f5b521de19b,6f9a9c5f2856c8b3,346518.70857232093,0,0.049018132872879504,Stabilise deal scope,Amount fluctuating heavily. Unclear scope is blocking commitment — define clear deliverables.,probability,-3.8158469200134277
07a2dd78d977f460,4,d94a77dffd98d647,28c9c64e5918b06e,1.170863568534039,0,0.0,Advance to next stage,Deal stuck in early stage. Push for a formal proposal or demonstration to progress.,probability,-5.454933166503906
